timestamp,open,high,low,close,volume,SMA_20,EMA_20,RSI_14,MACD,MACD_signal,Bollinger_High,Bollinger_Low
2025-01-08 12:00:00+05:30,1265.0,1265.15,1261.1,1261.7,171538,1263.775,1263.2084352530646,47.46338002854965,0.9148323255401465,1.1296005955195825,1268.0609654688296,1259.4890345311705
2025-01-08 12:05:00+05:30,1261.65,1262.65,1261.05,1261.95,109043,1263.44,1263.0885842765824,48.15823878911989,0.7118541395468583,1.0460513043250377,1267.1593547827547,1259.7206452172454
2025-01-08 12:10:00+05:30,1261.9,1262.3,1259.4,1259.7,208641,1263.045,1262.765861964527,42.68620078792989,0.36522616887350523,0.9098862772347313,1266.5870191981412,1259.502980801859
2025-01-08 12:15:00+05:30,1259.85,1262.05,1259.0,1262.05,137744,1263.0625,1262.697684634572,49.18111830820647,0.2769538138572898,0.783299784559243,1266.5811467569222,1259.5438532430778
2025-01-08 12:20:00+05:30,1261.7,1262.6,1260.5,1261.35,122702,1263.1799999999998,1262.5693337169937,47.45599406428905,0.1487979366925174,0.6563994149858979,1266.280225798228,1260.0797742017717
2025-01-08 12:25:00+05:30,1261.65,1262.0,1260.25,1261.25,102025,1263.0149999999999,1262.443682886804,47.20127447414448,0.038717999464097375,0.5328631318815379,1266.1569898153875,1259.8730101846122
2025-01-08 12:30:00+05:30,1261.25,1261.85,1259.85,1260.75,138759,1262.815,1262.2823797547276,45.875389869016004,-0.08785423624976829,0.4087196582552767,1265.9987242342893,1259.6312757657108
2025-01-08 12:35:00+05:30,1260.75,1261.45,1260.0,1261.45,133208,1262.675,1262.2031054923725,48.07449237224453,-0.13017887407409034,0.3009399517894033,1265.8402014153921,1259.5097985846078
2025-01-08 12:40:00+05:30,1261.4,1263.15,1259.2,1262.5,146781,1262.6799999999998,1262.2313811597655,51.272646976475755,-0.07809499916061213,0.22513296159940024,1265.8437635815592,1259.5162364184405
2025-01-08 12:45:00+05:30,1262.5,1263.2,1261.05,1262.2,111807,1262.6399999999999,1262.228392477883,50.31904372838782,-0.06033019688766217,0.16804032990198778,1265.806796488567,1259.4732035114328
2025-01-08 12:50:00+05:30,1262.25,1265.45,1262.05,1264.95,205161,1262.675,1262.4875931942752,58.025633709369686,0.17364883847585588,0.1691620316167614,1265.926538097578,1259.4234619024219
2025-01-08 12:55:00+05:30,1264.95,1270.0,1264.5,1269.65,771673,1262.935,1263.1697271757728,67.34809650082744,0.7299156173107804,0.2813127487555652,1267.3397814928778,1258.530218507122
2025-01-08 13:00:00+05:30,1269.7,1271.05,1269.1,1269.5,745942,1263.33,1263.7726103018897,66.8378884395824,1.1454532290215411,0.45414084480876044,1268.530134613642,1258.1298653863578
2025-01-08 13:05:00+05:30,1269.5,1269.65,1266.85,1268.45,215505,1263.69,1264.218075987424,63.22705333338983,1.374202603107733,0.638153196468555,1269.24883081232,1258.1311691876801
2025-01-08 13:10:00+05:30,1268.45,1268.7,1266.2,1266.95,183323,1263.8674999999998,1264.478259226717,58.37527946353695,1.4181036500062874,0.7941432871761014,1269.6018940394774,1258.1331059605222
2025-01-08 13:15:00+05:30,1266.9,1267.95,1266.0,1267.8,121636,1264.0774999999999,1264.794615490839,60.23730556606591,1.504144599570509,0.936143549654983,1270.0595962045084,1258.0954037954914
2025-01-08 13:20:00+05:30,1267.75,1268.6,1265.0,1265.1,180807,1264.135,1264.8236997298068,52.24281928655116,1.3390297355588245,1.0167207868357513,1270.133174722363,1258.136825277637
2025-01-08 13:25:00+05:30,1265.0,1267.0,1264.55,1265.7,140828,1264.1799999999998,1264.9071568983966,53.71295244651382,1.2422698878508527,1.0618306070387717,1270.21087058392,1258.1491294160796
2025-01-08 13:30:00+05:30,1265.7,1267.25,1265.6,1266.6,109914,1264.2350000000001,1265.0683800509303,55.90564109288351,1.2240988403545998,1.0942842537019373,1270.3327126859174,1258.1372873140829
2025-01-08 13:35:00+05:30,1266.6,1266.95,1265.35,1265.5,136479,1264.255,1265.1094867127463,52.624390310652174,1.108163132597383,1.0970600294810264,1270.3665382678992,1258.143461732101
2025-01-08 13:40:00+05:30,1265.75,1268.0,1264.85,1267.9,139238,1264.565,1265.3752498829608,58.36601747262161,1.1961546648947206,1.1168789565637653,1270.75516154878,1258.37483845122
2025-01-08 13:45:00+05:30,1267.85,1268.8,1266.8,1268.7,178292,1264.9025,1265.6918927512502,60.101806108970166,1.315280171225595,1.1565591994961313,1271.220290357395,1258.5847096426048
2025-01-08 13:50:00+05:30,1268.7,1270.0,1267.85,1269.05,250271,1265.3700000000001,1266.0117124892263,60.87043489810755,1.421543400730343,1.2095560397429737,1271.4583002554077,1259.2816997445925
2025-01-08 13:55:00+05:30,1268.95,1269.0,1266.55,1268.7,199699,1265.7024999999999,1266.2677398712046,59.63324452231887,1.460677915006272,1.2597804147956335,1271.7554724103118,1259.649527589688
2025-01-08 14:00:00+05:30,1268.75,1268.9,1266.9,1267.0,147667,1265.9850000000001,1266.33747893109,53.90257694378341,1.339080421461631,1.275640416128833,1271.7179835164595,1260.2520164835407
2025-01-08 14:05:00+05:30,1266.95,1269.0,1266.95,1268.85,165011,1266.3650000000002,1266.5767666519384,58.568667561158485,1.3761299017733108,1.2957383132577287,1271.7915182207378,1260.9384817792627
2025-01-08 14:10:00+05:30,1268.85,1269.35,1267.65,1269.3,160890,1266.7925,1266.8361222088968,59.63886848719764,1.425372316242374,1.3216651138546578,1271.7050629766952,1261.8799370233048
2025-01-08 14:15:00+05:30,1269.3,1269.45,1267.15,1267.3,192158,1267.085,1266.8803010461445,53.07676557751265,1.2881648367952039,1.314965058442767,1271.343415198169,1262.8265848018311
2025-01-08 14:20:00+05:30,1267.25,1269.9,1267.2,1268.45,205288,1267.3825000000002,1267.0297961846068,56.06991380903587,1.2577240499144864,1.3035168567371112,1271.1172389467,1263.6477610533004
2025-01-08 14:25:00+05:30,1268.45,1269.0,1265.65,1265.85,342615,1267.565,1266.9174346432158,48.5323380565663,1.0121339855502356,1.245240282499736,1270.5504815356985,1264.5795184643016
2025-01-08 14:30:00+05:30,1265.85,1267.0,1264.75,1266.2,209447,1267.6275,1266.8491075343381,49.51619790359246,0.8361060549448212,1.163413436988753,1270.4386341127731,1264.816365887227
2025-01-08 14:35:00+05:30,1266.2,1266.2,1264.1,1265.45,186602,1267.4175,1266.7158591977345,47.42412863799353,0.6288351001410319,1.0564977696192088,1270.220404743297,1264.614595256703
2025-01-08 14:40:00+05:30,1265.45,1266.95,1265.0,1266.8,132563,1267.2824999999998,1266.723872607474,51.40414777706395,0.5669694221589907,0.9585921001271653,1269.9267910202918,1264.6382089797078
2025-01-08 14:45:00+05:30,1266.75,1268.45,1266.65,1267.85,131511,1267.2525,1266.8311228353336,54.301748107504,0.5957986553962655,0.8860334111809854,1269.8564345229859,1264.6485654770142
2025-01-08 14:50:00+05:30,1267.85,1268.15,1266.65,1267.2,186212,1267.2649999999999,1266.8662539938734,52.2257235512607,0.5597440813755838,0.8207755452199051,1269.8654038147943,1264.6645961852055
2025-01-08 14:55:00+05:30,1267.15,1267.5,1266.05,1266.55,148326,1267.2024999999999,1266.8361345658855,50.16050846451964,0.4732654939648455,0.7512735349688933,1269.8085458553135,1264.5964541446863
2025-01-08 15:00:00+05:30,1266.5,1267.25,1265.0,1265.95,290941,1267.245,1266.751740797706,48.26327746883728,0.3522550281134045,0.6714698335977956,1269.7377695441007,1264.752230455899
2025-01-08 15:05:00+05:30,1265.9,1267.0,1265.0,1266.6,283918,1267.29,1266.7372892931623,50.449783246702275,0.3052838081086975,0.5982326284999759,1269.7007260317166,1264.8792739682833
2025-01-08 15:10:00+05:30,1266.55,1267.25,1266.05,1266.65,373957,1267.2925,1266.728976027147,50.62265370882974,0.26899258094704237,0.5323846189893893,1269.7004607554934,1264.8845392445066
2025-01-08 15:15:00+05:30,1266.65,1266.9,1265.15,1265.95,618352,1267.315,1266.6547878340853,48.092951586762744,0.1816533849548705,0.46223837218248554,1269.6632120858212,1264.966787914179
2025-01-08 15:20:00+05:30,1265.95,1266.0,1263.1,1263.95,440999,1267.1175,1266.3971889927438,41.68369925337294,-0.04838904364237351,0.36011288901751376,1269.8660041386174,1264.3689958613827
2025-01-08 15:25:00+05:30,1263.9,1264.5,1261.1,1261.35,346310,1266.75,1265.9165043267683,35.12941984002164,-0.4354776809350369,0.20099477502700364,1270.3784983119738,1263.1215016880262
2025-01-09 09:15:00+05:30,1267.55,1269.75,1259.6,1262.05,568908,1266.3999999999999,1265.548265819457,37.95790888177618,-0.6779490898572931,0.02520600205014431,1270.404497471593,1262.3955025284067
2025-01-09 09:20:00+05:30,1262.05,1265.95,1260.0,1263.1,330277,1266.1200000000001,1265.3150976461752,42.04024888640773,-0.7764329676185753,-0.13512179188359963,1270.2239493174254,1262.0160506825748
2025-01-09 09:25:00+05:30,1263.05,1263.45,1260.4,1262.7,211009,1265.9050000000002,1265.0660407274918,40.935215988755864,-0.8766532938686851,-0.2834280922806167,1270.2457257457709,1261.5642742542295
2025-01-09 09:30:00+05:30,1262.7,1267.0,1261.05,1267.0,262908,1265.8125,1265.2502273248735,54.71536583761012,-0.6021631985506701,-0.34717511353462743,1269.9733743071615,1261.6516256928385
2025-01-09 09:35:00+05:30,1266.8,1268.45,1266.45,1267.35,242856,1265.715,1265.4502056748856,55.62291132049284,-0.352324369471944,-0.3482049647220908,1269.628451162337,1261.801548837663
